pixel_size,image_path,orientation,MTF_Y_ 1,MTF_Y_ 2,MTF_Y_ 3,MTF_Y_ 4,MTF_Y_ 5,MTF_Y_ 6,MTF_Y_ 7,MTF_Y_ 8,MTF_Y_ 9,MTF_Y_10,MTF_Y_11,MTF_Y_12,MTF_Y_13,MTF_Y_14,MTF_Y_15,MTF_Y_16,MTF_Y_17,MTF_Y_18,MTF_Y_19,MTF_Y_20,MTF_Y_21,MTF_Y_22,MTF_Y_23,MTF_Y_24,MTF_Y_25,MTF_Y_26,MTF_Y_27,MTF_Y_28,MTF_Y_29,MTF_Y_30,MTF_Y_31,MTF_Y_32,MTF_Y_33,MTF_Y_34,MTF_Y_35,MTF_Y_36
3.45,R:\Optics Share\Israel\PetachTekva_PRoj\output_directory\80cm_Tamron_6mm_YB 23_82_MTF.bmp,V,1,0.9717,0.9189,0.8586,0.7889,0.7191,0.6435,0.5636,0.4778,0.3966,0.3349,0.2761,0.2164,0.1664,0.1224,0.082,0.0449,0.0193,0.0171,0.0274,0.038,0.0525,0.0662,0.0712,0.076,0.0753,0.0725,0.0803,0.0762,0.0684,0.0612,0.0531,0.0483,0.0578,0.0752,0.0758
